customer_id,age,gender,annual_income,last_visited_days_ago,session_duration,pages_visited,device,purchase
2606,26,female,129398,13,24,13,desktop,1
2607,31,male,78973,23,6,14,desktop,0
2608,30,nan,72414,18,,6,tablet,1
2609,42,male,176674,21,59,5,tablet,0
2610,19,male,49692,25,10,5,mobile,0
2611,52,female,125958,6,39,4,mobile,0
2612,24,female,68750,27,31,12,tablet,1
2613,38,female,172832,5,18,14,desktop,0
2614,35,male,88456,4,43,14,tablet,0
2615,20,female,44085,3,33,,tablet,0
2616,59,female,42925,17,53,10,desktop,0
2617,56,male,25615,24,56,10,desktop,1
2618,58,male,57083,13,19,9,mobile,0
2619,66,nan,130764,15,23,2,tablet,1
2620,,male,29605,22,5,14,mobile,0
2621,56,male,,,60,7,tablet,1
2622,41,male,64608,19,26,17,tablet,0
2623,63,nan,148788,13,29,,desktop,0
2624,,female,39192,4,24,8,tablet,0
2625,21,male,154403,21,6,,tablet,0
2626,43,male,,27,54,4,desktop,0
2627,55,male,69949,10,39,5,desktop,0
2628,59,female,88382,11,55,13,desktop,0
2629,49,male,119233,17,4,7,tablet,1
2630,56,male,188658,,58,6,desktop,1
2631,62,nan,72243,30,48,17,tablet,1
2632,63,male,120566,12,60,6,mobile,1
2633,53,female,78618,,42,19,desktop,0
2634,57,female,,27,26,3,mobile,0
2635,,female,138168,12,15,9,mobile,0
2636,50,male,72494,3,13,15,desktop,1
2637,53,male,43958,22,40,8,desktop,1
2638,,female,,28,,15,tablet,0
2639,26,male,122478,22,59,1,desktop,0
2640,25,female,188610,6,13,8,mobile,0
2641,50,nan,25833,22,56,,mobile,0
2642,23,female,174458,1,,10,mobile,0
2643,58,female,119341,20,17,16,tablet,0
2644,56,male,114240,25,36,,tablet,1
2645,21,male,127955,,39,,desktop,1
2646,30,male,,20,48,8,desktop,0
2647,66,male,190002,27,25,4,desktop,1
2648,19,female,,5,34,10,mobile,1
2649,22,female,24073,15,21,20,mobile,1
2650,61,male,37667,2,25,4,mobile,0
2651,44,male,167107,21,25,16,desktop,0
2652,49,female,26732,14,,12,desktop,0
2653,38,male,75097,20,,10,mobile,0
2654,25,male,23487,19,25,11,desktop,0
2655,55,male,77702,9,14,2,tablet,0
2656,25,male,114961,8,14,16,desktop,1
2657,67,female,105107,,26,19,mobile,0
2658,,female,180147,,40,12,desktop,0
2659,61,male,127721,23,30,4,tablet,0
2660,,nan,91031,11,26,,mobile,0
2661,39,male,104217,6,38,12,desktop,0
2662,23,male,34781,10,22,16,desktop,0
2663,19,male,59865,30,,3,desktop,0
2664,40,female,,16,39,2,desktop,0
2665,,female,65167,24,34,7,tablet,0
2666,19,female,39928,8,25,6,desktop,0
2667,55,female,59599,21,36,1,desktop,0
2668,34,female,167847,22,13,15,mobile,0
2669,52,male,86504,12,29,,tablet,1
2670,51,male,90687,15,42,13,mobile,0
2671,40,female,,2,9,8,tablet,0
2672,47,female,129122,4,15,9,desktop,0
2673,69,female,183331,22,31,1,tablet,0
2674,25,male,106284,,44,5,mobile,1
2675,39,female,105227,27,27,7,desktop,0
2676,61,male,117556,0,31,18,mobile,1
2677,53,male,63560,20,10,8,mobile,0
2678,,female,47256,8,51,10,tablet,0
2679,30,nan,26125,22,53,8,desktop,1
2680,46,nan,24370,16,37,12,mobile,1
2681,48,female,24838,28,7,16,mobile,0
2682,,male,134479,12,,12,tablet,0
2683,33,female,77429,14,32,3,mobile,0
2684,59,male,154206,27,52,,desktop,0
2685,47,female,63199,20,11,5,desktop,1
2686,33,female,97092,30,48,14,tablet,0
2687,29,nan,144925,7,45,20,mobile,0
2688,34,female,184894,7,,,tablet,0
2689,33,male,40113,,4,6,tablet,0
2690,29,male,116102,1,48,16,mobile,0
2691,,female,22669,22,45,20,desktop,0
2692,37,male,164010,9,,14,tablet,0
2693,20,female,156789,4,29,20,desktop,1
2694,33,male,,15,33,5,desktop,0
2695,47,male,198731,24,54,14,mobile,1
2696,62,female,99737,18,4,11,mobile,0
2697,40,male,167361,0,59,9,desktop,1
2698,45,male,44406,12,47,20,desktop,0
2699,68,nan,32873,3,58,7,desktop,1
2700,,male,145812,6,26,5,tablet,0
2701,22,male,,0,53,15,desktop,0
2702,37,male,43461,1,31,13,tablet,0
2703,57,male,171782,15,31,12,mobile,1
2704,61,male,33448,13,27,15,mobile,0
2705,18,female,35198,4,25,19,desktop,0
2706,,male,,24,48,19,mobile,1
2707,38,male,186033,13,36,10,desktop,0
2708,37,female,194079,16,49,17,tablet,1
2709,23,female,85470,11,31,16,desktop,0
2710,,female,40739,19,43,5,mobile,0
2711,35,male,104054,11,57,4,desktop,0
2712,25,female,78186,29,37,10,mobile,0
2713,56,female,46547,,58,,tablet,1
2714,49,male,114472,29,45,11,mobile,0
2715,50,male,105823,20,44,11,mobile,1
2716,70,female,126887,20,59,16,mobile,0
2717,33,female,176548,25,23,14,mobile,0
2718,29,male,30686,1,35,19,mobile,1
2719,55,male,168608,20,4,4,mobile,0
2720,69,male,54062,24,28,5,desktop,0
2721,51,male,68216,20,42,19,tablet,0
2722,31,male,176113,14,41,17,desktop,0
2723,53,female,51653,10,42,18,tablet,0
2724,50,male,41673,9,13,8,desktop,0
2725,40,male,161439,,1,4,tablet,0
2726,67,male,39629,22,12,18,tablet,0
2727,62,male,140756,30,43,11,desktop,0
2728,19,male,131641,21,53,14,desktop,0
2729,,female,45063,22,40,13,tablet,1
2730,38,male,39322,23,26,16,mobile,1
2731,19,female,32693,25,55,12,tablet,0
2732,44,male,,20,46,9,mobile,0
2733,26,female,180850,1,46,7,tablet,0
2734,18,female,,6,52,10,mobile,0
2735,,nan,32651,6,23,17,desktop,0
2736,20,male,177038,23,49,18,desktop,0
2737,69,male,29275,6,,7,mobile,0
2738,,male,65606,25,57,,mobile,0
2739,43,male,21658,22,51,,mobile,0
2740,21,female,92468,13,52,16,mobile,0
2741,35,male,,28,56,17,desktop,0
2742,23,male,175509,,,13,tablet,0
2743,52,female,,,53,3,desktop,1
2744,39,male,169273,30,53,20,tablet,0
2745,,female,61150,1,17,20,desktop,0
2746,,male,34999,1,6,5,mobile,0
2747,,female,26376,22,14,9,desktop,0
2748,54,male,71673,25,,18,desktop,0
2749,69,female,,14,17,11,mobile,0
2750,59,female,89902,10,38,11,mobile,0
2751,29,male,111269,28,5,,desktop,1
2752,64,male,118331,30,13,8,desktop,1
2753,66,male,171687,9,48,,tablet,1
2754,,female,31164,2,53,10,tablet,0
2755,55,female,59316,16,9,6,desktop,0
2756,,female,,8,44,,tablet,0
2757,62,male,82968,29,42,5,mobile,0
2758,52,male,160119,14,26,,desktop,0
2759,47,female,196057,29,13,,desktop,0
2760,,male,157649,13,19,16,tablet,0
2761,59,female,154942,18,48,20,desktop,0
2762,,male,54094,,17,14,desktop,0
2763,31,male,75329,21,16,14,mobile,0
2764,23,female,160289,19,30,20,desktop,0
2765,20,male,103138,29,32,20,tablet,0
2766,,male,86141,16,,15,mobile,0
2767,,male,173415,15,48,8,tablet,1
2768,69,male,148307,19,56,5,desktop,1
2769,31,male,164075,7,,9,tablet,0
2770,26,female,183161,26,12,16,tablet,0
2771,32,male,103197,6,37,3,mobile,0
2772,38,female,102318,30,11,12,desktop,1
2773,,male,,11,,7,mobile,0
2774,19,male,99023,0,56,17,desktop,1
2775,44,female,,25,56,15,mobile,0
2776,19,female,,11,11,15,desktop,1
2777,52,male,,,34,12,mobile,1
2778,35,male,107601,,19,,desktop,0
2779,31,female,104859,15,26,8,mobile,0
2780,37,nan,110933,17,,5,tablet,1
2781,35,female,65957,18,17,3,mobile,1
2782,27,female,102864,22,31,1,tablet,0
2783,,male,146358,2,19,16,mobile,1
2784,19,male,63739,,44,10,tablet,1
2785,42,male,58733,2,20,10,desktop,1
2786,50,male,,4,59,11,tablet,0
2787,53,male,180787,,23,12,desktop,0
2788,48,female,190188,18,,8,tablet,0
2789,31,female,76922,26,28,,desktop,0
2790,18,nan,37580,4,37,9,tablet,0
2791,63,male,135900,,12,11,mobile,1
2792,33,female,151895,20,48,15,desktop,0
2793,63,male,27084,15,,17,desktop,0
2794,69,male,97991,27,2,11,tablet,0
2795,20,male,161679,24,10,13,mobile,0
2796,52,female,102455,0,34,17,desktop,0
2797,58,male,132540,29,32,7,desktop,0
2798,23,male,134540,16,25,9,mobile,1
2799,42,female,163041,10,10,18,mobile,0
2800,,nan,37333,29,55,18,mobile,0
2801,70,female,147182,8,50,10,desktop,0
2802,51,male,56668,20,1,,tablet,0
2803,25,female,31945,3,32,18,tablet,1
2804,38,male,122528,1,37,9,desktop,0
2805,51,male,66526,,12,9,desktop,0
2806,21,female,,8,49,10,desktop,0
2807,42,male,110480,21,57,1,desktop,1
2808,32,female,155673,,51,11,mobile,0
2809,21,male,32930,24,18,14,desktop,1
2810,62,female,24333,4,30,10,desktop,0
2811,29,male,140384,3,,,desktop,0
2812,49,male,37839,,54,19,mobile,0
2813,49,male,,,3,10,mobile,1
2814,45,female,191276,23,21,,mobile,1
2815,30,female,40195,23,42,2,desktop,0
2816,48,female,,28,14,14,mobile,0
2817,31,nan,109229,17,40,18,desktop,0
2818,37,female,,12,10,2,desktop,0
2819,35,male,132265,30,2,20,tablet,0
2820,46,male,191926,,60,19,mobile,0
2821,,male,121986,25,,8,tablet,0
2822,49,male,70998,23,37,6,tablet,0
2823,46,male,51558,18,11,20,mobile,1
2824,60,female,22985,,56,7,mobile,1
2825,19,nan,81794,2,1,13,tablet,0
2826,40,female,63585,30,26,2,desktop,0
2827,36,male,60264,21,42,7,tablet,0
2828,48,female,184398,17,59,1,mobile,0
2829,68,female,104816,,60,6,desktop,0
2830,22,female,54022,5,13,,tablet,0
2831,36,male,166739,23,,8,tablet,1
2832,51,male,38065,4,36,13,tablet,0
2833,,male,134382,29,21,18,mobile,0
2834,42,male,148145,0,10,,tablet,0
2835,,female,107191,30,12,18,mobile,0
2836,28,female,161078,7,46,4,desktop,0
2837,67,female,,27,27,15,desktop,0
2838,48,female,127158,24,3,5,tablet,0
2839,,male,196148,,28,14,mobile,1
2840,26,female,23143,20,2,16,tablet,0
2841,40,male,77505,27,28,15,desktop,0
2842,36,female,,5,51,11,mobile,1
2843,26,female,182372,19,31,2,desktop,0
2844,52,female,48896,13,43,18,desktop,0
2845,,nan,70629,10,,4,mobile,0
2846,26,male,178678,1,7,,mobile,0
2847,45,nan,59916,20,50,,mobile,0
2848,63,female,81330,29,31,3,tablet,0
2849,68,female,27551,29,14,,tablet,0
2850,24,male,120972,3,39,16,mobile,0
2851,33,male,139623,12,54,6,mobile,1
2852,,male,133216,6,39,2,tablet,1
2853,50,female,87782,5,55,9,mobile,0
2854,21,male,85391,2,9,,desktop,0
2855,,female,124957,8,23,12,mobile,0
2856,56,nan,143546,13,12,14,tablet,0
2857,57,female,145006,19,29,,mobile,0
2858,34,female,83411,30,38,9,mobile,0
2859,,male,93185,10,58,12,desktop,0
2860,56,female,151960,4,56,10,mobile,0
2861,69,female,147574,13,39,11,tablet,1
2862,46,female,49424,18,22,,tablet,0
2863,69,male,61559,7,4,16,desktop,0
2864,53,female,31075,26,48,1,desktop,0
2865,55,male,173771,6,7,1,tablet,0
2866,,male,199044,26,60,2,mobile,1
2867,67,female,29950,26,40,12,tablet,0
2868,54,male,156485,30,8,20,desktop,0
2869,69,female,59305,6,60,,tablet,0
2870,52,male,23569,,60,12,desktop,0
2871,24,female,86778,22,52,1,tablet,0
2872,44,male,122633,2,58,11,mobile,1
2873,45,female,50085,2,57,2,mobile,0
2874,39,female,,17,35,12,desktop,0
2875,31,female,112174,,9,2,mobile,0
2876,,female,56163,0,51,17,desktop,0
2877,54,male,69592,4,13,6,mobile,1
2878,39,male,137431,27,39,16,tablet,0
2879,22,nan,,3,20,19,mobile,1
2880,19,male,159270,15,,6,tablet,0
2881,44,female,185426,14,47,7,desktop,0
2882,38,female,23824,28,19,19,mobile,0
2883,,male,70420,26,2,20,mobile,0
2884,32,male,109535,,44,17,tablet,0
2885,38,female,23436,16,40,6,desktop,0
2886,27,male,113550,13,30,15,mobile,0
2887,40,female,191929,13,23,9,desktop,0
2888,56,male,,18,55,2,desktop,0
2889,22,male,21310,28,40,5,mobile,0
2890,18,male,146913,5,13,,tablet,1
2891,30,male,86013,12,33,12,desktop,1
2892,38,male,80022,17,32,10,desktop,1
2893,43,female,,25,28,,mobile,0
2894,67,male,,14,24,12,desktop,0
2895,,male,38546,28,42,15,mobile,0
2896,38,female,118812,22,28,10,desktop,1
2897,70,female,92855,26,30,18,tablet,0
2898,,female,53149,,53,5,tablet,0
2899,54,male,,26,56,13,tablet,1
2900,62,male,174756,18,41,4,tablet,1
2901,49,female,49858,29,29,9,mobile,0
2902,53,female,65330,16,34,18,mobile,0
2903,34,female,112203,8,51,3,mobile,0
2904,52,female,45293,10,22,11,mobile,1
2905,66,male,76869,,25,4,mobile,0
2906,28,male,110429,1,14,9,tablet,1
2907,38,male,155701,,10,12,desktop,1
2908,69,male,25704,23,10,10,desktop,1
2909,70,male,152848,11,8,10,tablet,1
2910,43,female,68281,9,14,9,tablet,1
2911,21,male,136972,9,45,10,mobile,0
2912,51,nan,133532,19,38,9,mobile,0
2913,69,female,182308,10,32,1,desktop,1
2914,65,female,86780,9,53,16,desktop,0
2915,35,male,152405,27,,14,mobile,0
2916,57,female,75333,6,32,13,mobile,0
2917,52,male,178349,,3,6,tablet,0
2918,,female,153005,,60,14,mobile,0
2919,46,male,184586,4,20,8,tablet,0
2920,69,nan,109893,28,13,18,mobile,0
2921,46,male,82958,18,55,20,desktop,0
2922,55,female,157899,,23,1,tablet,1
2923,59,female,,7,19,12,desktop,0
2924,38,female,134501,17,16,11,tablet,0
2925,59,female,111200,0,,13,tablet,0
2926,30,male,20792,4,35,4,desktop,1
2927,66,male,190767,10,47,6,desktop,0
2928,58,male,103187,19,47,13,mobile,0
2929,34,nan,62510,10,50,,tablet,0
2930,26,female,190209,15,54,6,mobile,0
2931,58,female,133104,9,7,,tablet,0
2932,,female,,14,,3,mobile,1
2933,19,female,187862,6,37,15,desktop,0
2934,65,female,,14,8,,desktop,0
2935,46,male,181957,28,25,2,mobile,0
2936,50,male,85214,24,,17,desktop,0
2937,27,male,64870,15,10,2,mobile,0
2938,67,male,,,30,1,tablet,0
2939,57,male,,10,33,5,tablet,1
2940,38,male,156243,16,11,20,desktop,0
2941,45,male,160661,14,35,17,desktop,1
2942,28,male,38077,15,,1,desktop,0
2943,51,female,84874,23,53,7,tablet,0
2944,25,female,189299,,,3,mobile,0
2945,39,female,166009,3,47,16,desktop,0
2946,25,nan,29754,18,49,,mobile,1
2947,66,female,45688,5,50,12,desktop,0
2948,32,female,27048,17,8,9,desktop,0
2949,34,female,42568,20,55,,desktop,1
2950,40,male,117583,10,13,12,mobile,0
2951,41,male,168617,8,42,16,mobile,0
2952,62,female,114449,30,,17,mobile,0
2953,36,male,65217,2,20,,tablet,0
2954,22,male,199194,1,46,,tablet,0
2955,49,male,,17,45,,tablet,1
2956,61,nan,159781,14,35,1,mobile,0
2957,18,male,147873,,13,17,tablet,0
2958,40,female,45358,,20,11,desktop,0
2959,54,male,134064,17,24,19,mobile,0
2960,25,nan,31023,18,,18,desktop,1
2961,30,female,115387,14,55,,desktop,0
2962,25,female,179828,29,9,2,mobile,1
2963,40,male,106728,16,30,9,desktop,0
2964,60,female,,17,25,9,mobile,0
2965,18,female,169911,30,16,12,tablet,0
2966,62,female,47410,17,55,13,mobile,1
2967,68,female,125696,10,55,16,mobile,0
2968,41,male,31447,,8,13,desktop,1
2969,52,female,137954,22,44,14,desktop,0
2970,41,female,106569,2,58,7,desktop,0
2971,34,nan,115894,12,28,2,desktop,0
2972,,female,33907,30,12,12,desktop,0
2973,37,male,41637,13,51,17,desktop,0
2974,38,female,189268,26,24,5,desktop,0
2975,57,female,173441,3,49,20,desktop,0
2976,48,female,153661,,29,10,desktop,0
2977,63,female,,4,15,18,mobile,0
2978,53,female,23034,13,54,3,desktop,0
2979,28,female,151241,24,18,13,desktop,0
2980,69,male,112449,11,7,13,mobile,0
2981,32,nan,23239,24,13,10,tablet,0
2982,36,male,23415,6,19,2,tablet,0
2983,24,male,96944,11,48,16,mobile,0
2984,68,nan,154556,7,,4,tablet,0
2985,45,male,73987,28,58,19,desktop,0
2986,68,female,38225,29,5,5,desktop,1
2987,60,male,100459,20,26,7,desktop,1
2988,22,female,40936,20,2,9,tablet,1
2989,22,nan,59612,27,33,5,mobile,0
2990,47,male,,2,48,8,desktop,0
2991,49,female,140877,21,37,2,mobile,1
2992,25,male,122269,0,25,20,mobile,0
2993,,male,59952,2,25,20,desktop,0
2994,55,male,78945,10,39,7,mobile,0
2995,64,male,25380,17,30,4,mobile,0
2996,49,male,100821,6,41,,desktop,1
2997,65,female,178332,8,4,18,mobile,1
2998,45,male,183951,,19,2,tablet,0
2999,34,male,167215,22,27,14,desktop,0
3000,48,female,69744,23,52,10,desktop,0
3001,25,female,182650,9,47,5,desktop,0
3002,57,female,100262,17,39,12,desktop,0
3003,42,male,,22,24,,desktop,1
3004,26,male,112551,15,50,18,desktop,1
3005,19,male,83815,28,37,,desktop,0
3006,,male,91519,11,53,12,tablet,1
3007,67,female,170250,,25,,mobile,0
3008,20,female,112526,23,29,7,tablet,1
3009,66,male,129365,21,31,12,mobile,0
3010,53,male,,2,45,7,desktop,1
3011,21,nan,119830,7,35,9,tablet,0
3012,31,male,61911,26,28,20,desktop,1
3013,58,nan,103422,28,38,15,mobile,1
3014,58,female,73619,18,58,12,tablet,0
3015,,male,195368,8,,13,tablet,0
3016,67,female,,26,53,4,mobile,1
3017,27,male,,18,50,10,mobile,0
3018,38,nan,146866,16,50,3,tablet,0
3019,,female,123623,12,4,5,tablet,0
3020,29,male,132824,1,28,4,tablet,0
3021,44,female,186851,3,52,19,mobile,1
3022,57,male,56894,28,31,,desktop,1
3023,19,female,99618,10,23,7,tablet,0
3024,30,male,90994,,14,3,mobile,1
3025,70,female,61770,3,28,16,tablet,0
3026,49,male,42300,3,14,15,mobile,1
3027,48,male,,,1,18,tablet,1
3028,33,female,180557,0,43,3,mobile,0
3029,49,male,140605,24,32,14,mobile,0
3030,49,female,60285,25,54,1,tablet,0
3031,51,female,137713,,59,7,mobile,0
3032,28,male,183543,22,41,,mobile,1
3033,27,male,68671,1,18,10,mobile,0
3034,32,male,138216,18,60,16,mobile,0
3035,34,male,40270,28,5,12,mobile,0
3036,57,female,139870,7,42,,mobile,0
3037,,male,147897,22,15,6,mobile,0
3038,26,male,164770,19,59,17,mobile,0
3039,42,male,92265,3,42,8,tablet,0
3040,57,female,190801,24,16,9,mobile,1
3041,31,male,31171,15,36,,desktop,1
3042,,female,80684,14,36,2,tablet,0
3043,67,male,,4,40,7,tablet,0
3044,39,female,54725,29,30,11,desktop,0
3045,69,male,39450,28,38,13,mobile,0
3046,47,male,164372,26,23,10,desktop,0
3047,37,female,145900,4,11,15,desktop,1
3048,38,male,104600,14,60,7,desktop,0
3049,61,male,155513,22,25,6,tablet,0
3050,49,male,131315,16,,12,mobile,0
3051,68,female,,2,51,3,tablet,0
3052,63,male,40115,17,,16,mobile,0
3053,66,female,119405,10,2,20,desktop,0
3054,38,female,107404,25,35,9,tablet,0
3055,52,female,,5,47,10,mobile,0
3056,49,male,164687,,24,13,mobile,0
3057,47,female,165804,11,13,8,desktop,0
3058,56,nan,176439,21,57,6,tablet,0
3059,66,nan,130670,,42,3,tablet,1
3060,29,nan,62738,16,,12,tablet,1
3061,58,female,,29,56,9,tablet,0
3062,64,male,101666,13,30,9,tablet,0
3063,35,male,104351,5,11,,tablet,1
3064,,female,159638,9,23,,tablet,0
3065,30,male,,15,60,2,desktop,0
3066,38,male,125852,17,46,,mobile,0
3067,25,male,103911,26,28,9,desktop,0
3068,,female,137616,19,29,19,mobile,0
3069,57,female,56214,5,57,18,mobile,0
3070,63,male,65588,18,52,12,mobile,0
3071,24,female,170025,2,15,11,tablet,0
3072,,male,88408,11,45,,tablet,0
3073,61,nan,54103,15,58,3,mobile,1
3074,49,male,90949,2,3,12,mobile,0
3075,28,male,171228,15,9,4,tablet,1
3076,,male,33423,3,8,10,tablet,0
3077,39,female,58062,24,47,,mobile,1
3078,60,nan,193877,19,55,12,mobile,1
3079,42,female,,12,33,11,desktop,0
3080,39,female,82979,3,34,14,tablet,0
3081,45,male,57597,3,9,15,tablet,0
3082,46,male,103905,6,53,14,mobile,0
3083,30,female,178940,20,17,,desktop,1
3084,35,nan,96970,11,41,2,tablet,0
3085,19,male,83805,1,1,2,desktop,0
3086,46,male,139779,15,40,1,desktop,0
3087,38,male,167708,6,5,20,tablet,0
3088,32,female,77467,18,30,15,mobile,0
3089,,male,127732,10,11,10,desktop,0
3090,44,male,168079,0,28,20,mobile,1
3091,67,female,121460,8,,1,tablet,1
3092,48,female,154461,4,17,1,desktop,0
3093,32,female,138105,25,50,1,mobile,1
3094,68,male,144535,16,,11,desktop,0
3095,40,male,29458,26,18,12,desktop,0
3096,,female,88481,0,37,15,desktop,0
3097,61,male,,16,,14,tablet,1
3098,30,male,96022,11,,1,mobile,0
3099,39,male,,24,5,1,desktop,0
3100,60,female,87628,12,60,6,mobile,0
3101,54,female,187599,23,19,3,tablet,0
3102,50,male,,10,27,14,desktop,0
3103,20,male,,12,,6,desktop,0
3104,36,male,188744,,54,8,desktop,0
3105,40,male,21112,12,7,20,mobile,0
3106,46,female,186617,5,26,15,mobile,0
3107,47,female,68355,25,14,,desktop,0
3108,56,male,95561,30,27,9,mobile,0
3109,61,male,185154,30,58,16,mobile,0
3110,64,female,138181,21,59,1,desktop,0
3111,42,male,80482,5,8,16,desktop,1
3112,54,female,99098,19,31,19,desktop,0
3113,64,male,162376,,35,9,tablet,0
3114,25,female,142978,,27,17,desktop,0
3115,59,male,76625,18,4,6,desktop,1
3116,33,male,195957,,42,14,desktop,1
3117,,female,144359,25,4,18,desktop,0
3118,18,female,91246,6,18,14,desktop,0
3119,61,male,32588,4,23,7,desktop,1
3120,22,male,135910,7,32,10,desktop,0
3121,20,female,148658,4,12,16,desktop,1
3122,18,female,40967,11,52,7,tablet,0
3123,21,male,150153,3,20,20,mobile,0
3124,57,male,44256,29,47,6,tablet,0
3125,52,female,176124,18,45,6,tablet,0
3126,49,female,148121,27,12,7,desktop,1
3127,59,female,100732,17,8,17,desktop,0
3128,51,female,150145,2,54,8,desktop,0
3129,60,female,153578,6,,2,desktop,0
3130,42,male,118120,7,27,19,mobile,1
3131,27,male,171781,14,,7,mobile,0
3132,38,female,64840,20,52,12,tablet,0
3133,63,male,132647,26,,20,mobile,0
3134,56,male,79321,16,17,3,tablet,1
3135,44,female,63202,18,59,4,desktop,0
3136,44,male,154162,3,57,11,tablet,0
3137,19,male,,15,32,12,tablet,0
3138,58,male,41552,25,33,19,mobile,0
3139,65,female,184813,12,,19,tablet,0
3140,30,female,41661,28,55,11,desktop,1
3141,26,male,192097,11,6,13,desktop,1
3142,69,male,157164,3,39,1,desktop,1
3143,53,male,186746,,9,6,desktop,0
3144,39,male,151642,16,42,16,mobile,0
3145,59,male,163156,25,32,2,tablet,0
3146,43,male,85843,8,,14,tablet,0
3147,29,female,89278,11,16,18,tablet,1
3148,34,male,114328,25,12,17,tablet,1
3149,31,male,,30,,20,desktop,1
3150,31,female,146355,14,3,18,mobile,0
3151,51,male,44198,19,58,19,tablet,0
3152,70,male,81201,1,27,15,tablet,0
3153,37,nan,93271,28,27,2,mobile,1
3154,28,male,198271,8,9,4,tablet,0
3155,33,female,162449,13,17,1,mobile,0
3156,68,nan,131578,3,46,8,tablet,0
3157,48,female,159108,3,5,20,mobile,1
3158,23,male,60364,26,26,14,tablet,0
3159,36,male,,5,21,11,desktop,0
3160,54,female,,23,1,14,tablet,1
3161,21,male,188515,4,,16,desktop,0
3162,64,female,152735,,35,,mobile,0
3163,21,female,190316,23,9,7,desktop,0
3164,37,nan,97564,16,,16,tablet,0
3165,27,male,166149,12,38,4,desktop,0
3166,41,male,125447,19,41,12,desktop,0
3167,52,male,39631,16,4,12,tablet,0
3168,43,male,53500,18,52,2,mobile,0
3169,54,female,170969,26,19,6,desktop,0
3170,55,male,78915,22,37,,tablet,0
3171,38,nan,188449,0,5,15,desktop,1
3172,57,female,122760,20,,15,mobile,1
3173,56,female,46897,16,46,,mobile,0
3174,38,male,198352,21,42,3,mobile,1
3175,27,female,121639,24,55,1,desktop,0
3176,55,female,133849,2,48,12,tablet,1
3177,63,female,131118,26,,15,mobile,0
3178,,female,77320,26,38,19,tablet,0
3179,62,female,88289,13,,6,mobile,1
3180,37,male,,,23,19,desktop,0
3181,34,male,,14,46,17,desktop,0
3182,24,male,95172,5,,9,mobile,0
3183,21,male,23376,19,,,tablet,1
3184,46,male,50783,21,28,15,tablet,0
3185,31,male,192321,1,9,16,mobile,0
3186,20,male,63025,3,39,13,desktop,0
3187,41,female,36447,12,50,2,tablet,1
3188,,male,36713,12,10,2,tablet,0
3189,33,male,,22,2,11,desktop,0
3190,69,male,24858,26,13,,tablet,0
3191,,nan,79834,21,38,17,mobile,0
3192,41,male,102060,,27,3,desktop,0
3193,51,male,155611,26,,1,mobile,1
3194,47,female,169929,22,,18,desktop,0
3195,35,male,123898,16,20,,mobile,0
3196,36,male,122207,5,40,9,mobile,0
3197,48,female,156436,10,10,9,mobile,1
3198,36,male,106366,18,16,12,tablet,0
3199,66,female,172150,,15,3,tablet,0
3200,63,male,188646,7,13,2,mobile,0
3201,,male,20869,28,50,,mobile,0
3202,39,male,82624,0,38,9,desktop,1
3203,41,female,191147,9,20,13,tablet,1
3204,62,female,113676,,24,16,mobile,0
3205,29,female,23659,18,41,19,tablet,1
3206,47,male,187442,,50,,desktop,0
3207,55,male,126888,2,,5,mobile,0
3208,70,nan,78185,22,23,14,tablet,1
3209,48,female,137136,28,24,15,desktop,0
3210,53,male,194823,23,29,3,mobile,0
3211,36,male,82758,30,5,9,tablet,1
3212,,male,156203,8,43,1,desktop,0
3213,62,male,152430,22,45,1,desktop,1
3214,53,female,111150,7,35,19,tablet,0
3215,47,male,167318,10,1,6,mobile,0
3216,66,male,37216,14,36,11,tablet,0
3217,50,nan,61209,5,51,18,desktop,0
3218,35,male,62987,1,18,14,desktop,1
3219,69,male,128024,0,,16,mobile,0
3220,66,nan,171649,2,23,1,tablet,0
3221,45,male,62320,24,,10,mobile,0
3222,64,female,31301,28,7,,mobile,1
3223,,female,146560,22,44,13,desktop,1
3224,62,female,20891,17,8,1,tablet,0
3225,50,male,173044,13,13,3,tablet,1
3226,34,nan,70457,16,30,14,desktop,0
3227,23,male,133389,1,,16,desktop,0
3228,21,male,40932,30,,,tablet,0
3229,37,male,24192,18,,6,mobile,0
3230,65,male,36128,29,60,1,mobile,0
3231,64,female,42836,21,42,20,tablet,1
3232,44,male,44837,27,38,5,mobile,1
3233,32,nan,137028,8,13,8,mobile,0
3234,23,female,136481,7,54,12,desktop,1
3235,,female,145176,,42,1,mobile,0
3236,,female,145172,8,44,13,desktop,0
3237,28,male,42778,26,33,9,mobile,0
3238,56,female,63130,26,50,20,tablet,0
3239,26,male,36708,7,13,8,desktop,0
3240,43,male,127481,6,25,13,tablet,0
3241,33,female,175304,21,,,desktop,0
3242,22,female,190484,23,60,15,mobile,1
3243,69,nan,24782,5,29,14,tablet,0
3244,27,male,177387,1,,19,desktop,0
3245,67,male,30052,28,6,9,tablet,0
3246,,male,39521,8,18,19,tablet,0
3247,30,male,,8,28,14,mobile,0
3248,60,male,55546,18,5,8,desktop,0
3249,66,male,177044,8,18,5,mobile,1
3250,47,female,124713,1,37,7,tablet,0
3251,62,male,122617,,7,4,desktop,0
3252,23,female,42030,29,,8,tablet,0
3253,,female,,18,9,4,tablet,0
3254,62,female,109831,15,35,1,desktop,1
3255,68,female,97400,29,12,8,tablet,1
